schedule_season,team_home,off_rate,def_rate,overall_rate,sched_strength,first_downs,first_downs_from_penalties,fumbles,interceptions,margin_of_victory,pass_attempts,pass_completions,pass_first_downs,pass_touchdowns,pass_yards,penalties,plays,points_against,points_contributed_by_offense,points_difference,points_for,rank,rush_attempts,rush_first_downs,rush_touchdowns,rush_yards,turnovers,yards,yards_from_penalties,yards_per_play
2002,KAN,8.4,-2.3,6.1,1.9,343,24,2,13,4.3,477,292,179,27,3622,75,965,399,145.45,68,467,1,462,140,26,2378,15,6000,700,6.2
2002,RAI,6.3,4.3,10.6,1.5,366,27,9,10,9.1,619,418,226,26,4475,129,1069,304,123.35,146,450,2,414,113,21,1762,19,6237,1094,5.8
2002,NOR,5.8,-3.3,2.4,-0.3,291,31,15,15,2.8,538,291,169,27,3441,119,1001,388,-77.44,44,432,3,426,91,16,1764,30,5205,911,5.2
2002,PHI,4.5,3.8,8.3,-2.6,311,23,13,11,10.9,548,318,164,27,3384,111,1073,241,-15.34,174,415,4,489,124,15,2220,24,5604,897,5.2
2002,ATL,3.5,1.5,5.1,-0.4,316,30,15,12,5.5,479,268,163,18,3167,105,1038,314,38.4,88,402,5,523,123,23,2368,27,5535,931,5.3
2002,GNB,2.4,1.2,3.6,-0.8,318,27,12,16,4.4,580,361,197,29,3627,108,1058,328,-6.25,70,398,6,451,94,12,1933,28,5560,913,5.3
2002,DEN,3.0,1.9,4.9,1.9,357,33,7,20,3.0,554,359,199,21,3824,104,1057,344,42.47,48,392,7,457,125,21,2266,27,6090,877,5.8
2002,PIT,3.1,-0.4,2.7,-0.1,343,24,14,22,2.8,551,350,200,26,3832,90,1097,345,1.38,45,390,8,512,119,15,2120,36,5952,712,5.4
2002,MIN,3.1,-6.1,-3.0,0.2,350,20,18,23,-3.3,558,337,191,19,3685,137,1080,442,66.42,-52,390,9,473,139,26,2507,41,6192,1139,5.7
2002,NWE,2.1,1.9,4.0,1.8,304,21,10,14,2.2,605,374,184,28,3577,108,1031,346,-32.13,35,381,10,395,99,9,1508,24,5085,895,4.9
2002,BUF,2.1,-2.3,-0.3,0.9,355,47,16,15,-1.1,612,377,218,24,3995,112,1054,397,8.45,-18,379,11,388,90,17,1596,31,5591,1031,5.3
2002,MIA,1.7,4.4,6.1,1.2,318,24,15,15,4.8,455,271,155,18,2890,103,1010,301,-18.71,77,378,12,530,139,24,2502,30,5392,859,5.3
2002,SFO,0.7,-0.1,0.6,-0.4,342,19,7,10,1.0,571,354,182,23,3457,87,1082,351,66.68,16,367,13,489,141,16,2244,17,5701,725,5.3
2002,OTI,1.6,0.1,1.8,-0.9,312,18,10,15,2.7,500,306,182,22,3320,112,1032,324,9.52,43,367,14,511,112,16,1952,25,5272,891,5.1
2002,NYJ,0.9,2.3,3.2,1.7,300,24,9,10,1.4,485,329,190,25,3418,79,917,336,34.42,23,359,15,400,86,12,1618,19,5036,685,5.5
2002,SEA,0.0,-1.2,-1.3,-0.4,347,35,12,16,-0.9,587,361,208,19,4078,100,1050,369,28.89,-14,355,16,430,104,17,1740,28,5818,792,5.5
2002,CLT,0.4,0.7,1.2,-1.1,324,18,13,19,2.3,591,392,213,27,4055,91,1048,313,-4.6,36,349,17,434,93,12,1561,32,5616,730,5.4
2002,TAM,-1.0,9.8,8.8,-0.6,287,25,11,10,9.4,567,348,172,23,3445,103,1022,196,-43.76,150,346,18,414,90,6,1557,21,5002,789,4.9
2002,CLE,-0.4,1.7,1.2,-0.3,279,31,9,22,1.5,552,338,171,27,3412,107,993,320,-34.95,24,344,19,406,77,10,1615,31,5027,845,5.1
2002,SDG,-1.0,0.2,-0.7,1.4,313,30,8,16,-2.1,538,324,166,17,3188,100,1028,367,4.14,-34,333,20,466,117,19,2137,24,5325,805,5.2
2002,JAX,-1.3,1.1,-0.2,-1.0,275,14,6,9,0.8,462,268,156,18,2762,89,959,315,0.42,13,328,21,455,105,19,2089,15,4851,685,5.1
2002,NYG,-2.2,3.0,0.8,-1.7,323,33,13,14,2.6,549,338,195,19,3951,113,1059,279,3.07,41,320,22,486,95,14,1875,27,5826,955,5.5
2002,RAV,-1.5,-0.6,-2.1,0.3,261,26,18,14,-2.4,479,262,145,20,2847,101,947,354,-74.46,-38,316,23,427,90,9,1792,32,4639,846,4.9
2002,RAM,-1.6,-1.8,-3.3,0.0,315,20,18,27,-3.3,635,408,219,24,4154,120,1024,369,-83.04,-53,316,24,343,76,11,1405,45,5559,919,5.4
2002,WAS,-2.2,-2.2,-4.5,-0.8,303,31,20,20,-3.6,559,300,165,24,3254,116,1039,365,-73.72,-58,307,25,442,107,10,1889,40,5143,968,4.9
2002,DET,-2.5,-6.7,-9.2,-0.1,242,23,6,25,-9.1,577,277,150,19,2994,104,955,451,-123.66,-145,306,26,358,69,9,1477,31,4471,916,4.7
2002,CHI,-4.4,-0.9,-5.3,0.9,260,25,17,18,-6.1,543,310,156,22,3051,95,969,379,-162.12,-98,281,27,382,79,8,1344,35,4395,864,4.5
2002,CIN,-3.6,-6.9,-10.5,0.6,315,24,13,22,-11.1,591,350,186,17,3476,99,1054,456,-71.35,-177,279,28,426,105,13,1730,35,5206,884,4.9
2002,CRD,-5.4,-4.5,-9.9,-0.2,274,32,13,22,-9.7,548,291,148,18,2740,76,1003,417,-107.7,-155,262,29,414,94,10,1823,35,4563,617,4.5
2002,CAR,-6.0,2.8,-3.3,-0.5,238,23,18,22,-2.8,464,255,133,15,2694,94,960,302,-165.57,-44,258,30,452,82,11,1586,40,4280,785,4.5
2002,DAL,-8.2,-0.3,-8.5,-1.5,237,21,18,16,-7.0,471,252,129,14,2621,105,948,329,-183.74,-112,217,31,423,87,7,1754,34,4375,974,4.6
2002,HTX,-8.4,-1.1,-9.4,-0.5,208,30,14,15,-8.9,447,235,119,11,2225,136,947,356,-228.99,-143,213,32,424,59,6,1347,29,3572,1011,3.8
2003,KAN,9.2,-0.9,8.3,-1.2,348,27,6,12,9.5,536,339,201,24,3981,79,1003,332,36.78,152,484,1,446,120,32,1929,18,5910,698,5.9
2003,RAM,6.0,-0.2,5.9,-1.6,335,27,16,23,7.4,600,377,211,23,3961,92,1054,328,-159.0,119,447,2,411,97,19,1496,39,5457,667,5.2
2003,CLT,8.2,-1.2,7.0,0.0,348,32,10,10,6.9,569,381,212,29,4179,92,1041,336,-13.96,111,447,3,453,104,16,1695,20,5874,662,5.6
2003,GNB,6.2,1.9,8.1,-0.3,315,22,11,21,8.4,473,310,166,32,3240,88,999,307,-49.49,135,442,4,507,127,18,2558,32,5798,699,5.8
2003,OTI,7.0,-0.5,6.5,-0.5,310,15,12,9,6.9,502,315,211,30,3878,110,1013,324,-103.79,111,435,5,486,84,11,1623,21,5501,887,5.4
2003,MIN,4.0,-1.1,2.9,-1.0,336,18,11,13,3.9,520,333,194,32,3951,127,1055,353,8.32,63,416,6,493,124,15,2343,24,6294,1029,6.0
2003,SEA,3.6,0.5,4.1,-0.7,338,27,13,16,4.8,521,317,190,27,3618,91,1017,327,-37.4,77,404,7,453,121,17,2009,29,5627,777,5.5
2003,RAV,3.3,3.0,6.3,-0.6,259,23,19,19,6.9,415,217,121,16,2255,126,1009,281,-220.5,110,391,8,552,115,18,2674,38,4929,970,4.9
2003,SFO,3.0,0.1,3.1,0.1,313,23,10,15,2.9,511,299,172,25,3408,104,1038,337,-56.95,47,384,9,499,118,16,2279,25,5687,807,5.5
2003,DEN,2.4,3.1,5.5,0.5,334,39,6,18,5.0,479,280,162,19,2969,107,1047,301,-127.67,80,381,10,543,133,20,2629,24,5598,922,5.3
2003,PHI,2.9,1.5,4.4,-1.0,302,41,11,11,5.4,484,279,156,17,3020,96,944,287,-80.82,87,374,11,417,105,23,2015,22,5035,817,5.3
2003,NWE,2.1,4.9,6.9,0.1,294,26,11,13,6.9,537,320,177,23,3432,111,1042,238,-136.51,110,348,12,473,91,9,1607,24,5039,998,4.8
2003,CIN,1.1,-3.5,-2.4,0.0,313,31,7,15,-2.4,520,324,181,26,3342,107,1038,384,-78.22,-38,346,13,481,101,12,1987,22,5329,846,5.1
2003,NOR,0.1,-0.4,-0.3,-1.1,302,25,20,8,0.9,535,314,177,25,3438,103,1019,326,-109.71,14,340,14,448,100,11,2000,28,5438,878,5.3
2003,CAR,-1.5,0.6,-0.9,-2.2,284,24,15,16,1.3,460,270,146,19,3050,116,1008,304,-149.93,21,325,15,522,114,9,2091,31,5141,966,5.1
2003,SDG,-0.6,-6.2,-6.8,1.2,290,27,12,19,-8.0,525,297,146,21,3021,126,971,441,-126.67,-128,313,16,417,117,16,2146,31,5167,1016,5.3
2003,MIA,-0.7,4.1,3.4,0.3,266,22,15,19,3.1,450,257,145,17,2792,103,968,261,-177.92,50,311,17,487,99,14,1817,34,4609,913,4.8
2003,TAM,-2.9,4.5,1.6,-0.7,307,31,9,22,2.3,592,369,190,27,3805,117,1036,264,-214.9,37,301,18,421,86,5,1648,31,5453,1104,5.3
2003,PIT,-2.5,1.4,-1.1,0.6,275,24,11,17,-1.7,532,306,174,19,3304,111,1020,327,-166.93,-27,300,19,446,77,10,1488,28,4792,1005,4.7
2003,ATL,-2.0,-5.4,-7.4,0.3,252,26,10,21,-7.7,460,230,127,14,2408,90,930,422,-190.61,-123,299,20,435,99,17,1949,31,4357,790,4.7
2003,DAL,-3.2,2.7,-0.5,-2.3,286,22,8,21,1.8,510,294,149,17,3162,98,1062,260,-251.47,29,289,21,515,115,11,1999,29,5161,837,4.9
2003,WAS,-1.9,-3.8,-5.7,-0.4,272,21,12,16,-5.3,527,283,156,21,3006,124,991,372,-182.25,-85,287,22,421,95,8,1653,28,4659,1038,4.7
2003,NYJ,-1.9,1.3,-0.6,0.4,274,15,6,14,-1.0,496,312,181,20,3316,69,936,299,-107.89,-16,283,23,409,78,8,1635,20,4951,550,5.3
2003,CHI,-4.2,0.7,-3.5,0.4,264,17,9,20,-3.9,515,271,143,12,2617,92,1001,346,-215.02,-63,283,24,443,104,13,1763,29,4380,806,4.4
2003,JAX,-3.3,0.9,-2.4,1.0,305,24,14,17,-3.4,515,303,163,17,3285,108,1024,331,-132.3,-55,276,25,481,118,13,2073,31,5358,895,5.2
2003,RAI,-4.2,-1.3,-5.5,1.3,258,20,12,14,-6.8,521,278,140,9,2751,134,987,379,-190.11,-109,270,26,423,98,15,1822,26,4573,1120,4.6
2003,DET,-4.3,-1.6,-5.8,1.0,250,29,4,24,-6.8,588,319,152,17,2924,107,975,379,-212.29,-109,270,27,376,69,5,1338,28,4262,859,4.4
2003,HTX,-4.4,-1.5,-6.0,1.9,237,24,9,18,-7.8,439,248,127,14,2655,121,896,380,-200.45,-125,255,28,421,86,14,1651,27,4306,961,4.8
2003,CLE,-5.3,2.4,-2.9,1.3,276,32,15,18,-4.3,509,313,153,17,2834,98,961,322,-191.88,-68,254,29,412,91,8,1670,33,4504,767,4.7
2003,NYG,-4.8,-3.7,-8.6,0.4,300,26,18,20,-9.0,616,344,184,16,3383,127,1047,387,-225.77,-144,243,30,387,90,6,1559,38,4942,1090,4.7
2003,BUF,-5.0,4.0,-1.0,1.3,268,22,17,17,-2.3,502,293,150,11,2684,106,980,279,-230.07,-36,243,31,427,96,13,1664,34,4348,891,4.4
2003,CRD,-6.3,-6.2,-12.6,1.6,256,29,14,22,-14.2,534,303,147,18,2959,98,981,452,-250.75,-227,225,32,403,80,5,1531,36,4490,761,4.6
2004,CLT,11.7,-0.3,11.4,0.7,379,47,7,10,10.7,527,353,238,51,4623,106,968,351,113.82,171,522,1,427,94,10,1852,17,6475,801,6.7
2004,KAN,10.0,-4.7,5.3,2.3,398,32,10,17,3.0,561,370,228,27,4406,117,1089,435,66.99,48,483,2,496,138,31,2289,27,6695,963,6.1
2004,SDG,6.1,3.0,9.1,0.8,328,37,10,8,8.3,450,288,160,29,3357,108,996,313,-7.11,133,446,3,525,131,24,2185,18,5542,875,5.6
2004,NWE,6.4,6.5,12.8,1.8,344,31,13,14,11.1,485,293,193,29,3588,101,1035,260,22.2,177,437,4,524,120,15,2134,27,5722,822,5.5
2004,GNB,4.3,-4.0,0.3,-2.4,354,28,10,19,2.8,598,382,228,36,4449,116,1053,380,10.72,44,424,5,441,98,9,1908,29,6357,950,6.0
2004,MIN,3.0,-4.7,-1.7,-2.3,351,28,9,12,0.6,552,380,225,39,4516,117,985,395,65.96,10,405,6,387,98,8,1823,21,6339,884,6.4
2004,BUF,4.6,3.5,8.1,1.1,271,20,12,17,6.9,461,262,149,21,2817,121,982,284,-194.58,111,395,7,483,102,15,1874,29,4691,1047,4.8
2004,PHI,2.0,3.5,5.6,-2.3,301,26,11,11,7.9,547,336,188,32,3979,124,960,260,-11.51,126,386,8,376,87,10,1639,22,5618,952,5.9
2004,DEN,1.6,4.3,5.9,1.0,351,40,9,20,4.8,521,303,184,27,3999,93,1070,304,-58.67,77,381,9,534,127,13,2333,29,6332,880,5.9
2004,CIN,4.3,-1.6,2.7,2.5,286,21,10,22,0.1,536,324,172,23,3301,103,1004,372,-143.68,2,374,10,437,93,14,1839,32,5140,810,5.1
2004,PIT,3.4,5.6,9.0,1.4,309,28,8,13,7.6,358,228,147,20,2720,99,1012,251,-95.61,121,372,11,618,134,16,2464,21,5184,835,5.1
2004,SEA,0.4,-3.3,-2.9,-2.8,320,21,9,18,-0.1,532,304,189,23,3539,79,1034,373,-65.26,-2,371,12,468,110,17,2095,27,5634,669,5.4
2004,CAR,-0.8,0.1,-0.7,-1.7,308,31,11,15,1.0,536,311,192,29,3643,123,991,339,-80.29,16,355,13,422,85,10,1582,26,5225,1020,5.3
2004,NOR,-1.2,-4.3,-5.6,-2.0,291,32,10,16,-3.6,542,309,177,21,3587,129,989,405,-174.82,-57,348,14,406,82,15,1606,26,5193,1141,5.3
2004,OTI,0.3,-4.6,-4.4,1.5,308,23,12,19,-5.9,589,356,200,27,3616,110,1053,439,-108.2,-95,344,15,420,85,12,1871,31,5487,923,5.2
2004,ATL,-1.8,-0.4,-2.2,-2.4,284,31,14,16,0.2,395,217,120,15,2412,109,969,337,-108.92,3,340,16,524,133,20,2672,30,5084,905,5.2
2004,NYJ,0.5,6.0,6.6,2.1,313,15,5,11,4.5,438,282,163,19,3050,91,996,261,-51.69,72,333,17,527,135,15,2388,16,5438,693,5.5
2004,RAI,-0.6,-3.7,-4.3,3.4,275,24,13,22,-7.6,582,330,176,24,3858,134,939,442,-132.26,-122,320,18,327,75,10,1295,35,5153,1013,5.5
2004,RAM,-2.2,-3.8,-6.0,-1.4,321,22,17,22,-4.6,580,372,203,23,4253,127,1011,392,-93.92,-73,319,19,381,96,11,1624,39,5877,993,5.8
2004,RAV,-0.6,6.8,6.1,3.1,260,22,12,11,3.1,465,258,135,13,2312,94,991,268,-199.99,49,317,20,491,103,11,2063,23,4375,894,4.4
2004,HTX,-2.4,1.8,-0.6,1.2,300,23,11,14,-1.9,471,286,174,16,3246,106,1001,339,-97.09,-30,309,21,481,103,16,1882,25,5128,928,5.1
2004,NYG,-2.3,-1.6,-3.9,-1.2,281,33,11,13,-2.8,475,269,143,12,2818,118,951,347,-211.66,-44,303,22,424,105,18,1904,24,4722,977,5.0
2004,TAM,-4.0,1.3,-2.7,-2.5,271,22,18,18,-0.2,512,340,175,24,3474,117,949,304,-201.99,-3,301,23,393,74,9,1489,36,4963,916,5.2
2004,DET,-3.8,-1.4,-5.2,-1.8,263,29,7,13,-3.4,505,285,142,19,2916,121,949,350,-132.39,-54,296,24,407,92,7,1777,20,4693,1000,4.9
2004,DAL,-3.0,-4.8,-7.8,-0.8,296,24,14,23,-7.0,519,308,171,19,3428,105,1004,405,-152.34,-112,293,25,449,101,14,1769,37,5197,867,5.2
2004,CRD,-5.1,0.2,-4.9,-2.5,280,42,11,18,-2.4,533,299,152,14,2882,124,1047,322,-202.74,-38,284,26,475,86,15,1668,29,4550,948,4.3
2004,CLE,-1.5,-1.9,-3.4,3.7,245,26,19,21,-7.1,439,251,125,21,2824,115,921,390,-244.59,-114,276,27,441,94,6,1657,40,4481,854,4.9
2004,MIA,-2.7,0.5,-2.2,2.7,267,31,16,26,-4.9,586,309,165,19,3065,112,1022,354,-258.56,-79,275,28,384,71,10,1339,42,4404,852,4.3
2004,JAX,-5.7,6.4,0.8,1.9,279,30,11,11,-1.2,513,305,161,17,3159,109,991,280,-135.64,-19,261,29,446,88,9,1850,22,5009,940,5.1
2004,SFO,-5.1,-8.6,-13.6,-1.6,280,25,19,21,-12.1,561,325,172,16,3136,103,1026,452,-234.6,-193,259,30,413,83,10,1449,40,4585,859,4.5
2004,WAS,-7.4,4.0,-3.4,-1.8,269,22,10,17,-1.6,514,288,156,18,2632,115,1023,265,-213.72,-25,240,31,471,91,6,1765,27,4397,1047,4.3
2004,CHI,-8.5,0.3,-8.2,-2.0,230,25,21,16,-6.3,471,249,121,9,2192,124,967,331,-332.82,-100,231,32,430,84,10,1624,37,3816,956,3.9
2005,SEA,5.8,3.4,9.1,-2.2,361,27,7,10,11.3,474,307,192,25,3458,94,1020,271,48.65,181,452,1,519,142,29,2457,17,5915,846,5.8
2005,CLT,5.6,5.2,10.8,-1.2,363,30,8,11,12.0,515,347,217,31,4096,94,1000,247,77.86,192,439,2,465,116,18,1703,19,5799,690,5.8
2005,NYG,5.8,1.7,7.5,0.7,312,34,8,17,6.8,558,294,172,24,3578,143,1055,314,-92.84,108,422,3,469,106,17,2209,25,5787,1115,5.5
2005,CIN,6.5,-2.7,3.8,-0.6,342,30,6,14,4.4,538,362,203,32,3820,110,1018,350,-62.24,71,421,4,459,109,15,1910,20,5730,920,5.6
2005,SDG,7.1,2.9,9.9,3.3,337,30,12,16,6.6,526,338,191,27,3495,110,1022,312,-38.32,106,418,5,465,116,22,2072,28,5567,890,5.4
2005,KAN,5.1,1.9,7.0,2.1,347,27,13,10,4.9,507,317,182,17,3810,115,1059,325,-15.0,78,403,6,520,138,26,2382,23,6192,890,5.8
2005,DEN,5.0,5.8,10.8,2.2,330,23,9,7,8.6,465,279,162,18,3227,97,1030,258,-52.48,137,395,7,542,145,25,2539,16,5766,756,5.6
2005,CAR,3.0,2.1,5.1,-3.2,278,39,10,16,8.3,449,269,157,25,3271,91,964,259,-104.34,132,391,8,487,82,17,1679,26,4950,732,5.1
2005,PIT,3.8,4.0,7.8,-0.4,297,33,9,14,8.2,379,228,144,21,2926,99,960,258,-59.51,131,389,9,549,120,21,2223,23,5149,876,5.4
2005,NWE,3.7,-0.5,3.1,0.6,334,29,9,15,2.6,564,352,204,28,4120,110,1031,338,-89.97,41,379,10,439,101,16,1512,24,5632,921,5.5
2005,RAM,1.3,-6.4,-5.1,-1.0,314,23,13,24,-4.1,599,392,209,23,4036,131,1025,429,-103.69,-66,363,11,380,82,13,1535,37,5571,941,5.4
2005,JAX,1.1,3.7,4.8,-1.0,301,34,11,6,5.8,487,283,170,21,3190,121,1021,269,-117.95,92,361,12,502,97,18,1959,17,5149,1006,5.0
2005,WAS,2.6,3.4,6.0,1.9,301,21,16,11,4.1,481,278,166,25,3106,108,1037,293,-118.86,66,359,13,525,114,15,2183,27,5289,925,5.1
2005,ATL,1.1,-2.3,-1.2,-1.9,313,25,16,13,0.6,451,247,149,19,2679,114,1021,341,-80.52,10,351,14,531,139,17,2546,29,5225,1043,5.1
2005,DAL,-0.1,3.2,3.2,2.1,318,44,14,17,1.1,500,300,177,23,3341,99,1071,308,-158.41,17,325,15,521,97,13,1861,31,5202,739,4.9
2005,MIA,-1.1,0.3,-0.8,-0.8,274,22,14,16,0.1,556,291,159,22,3300,132,1026,317,-163.29,1,318,16,444,93,11,1898,30,5198,1055,5.1
2005,CRD,-2.0,-3.0,-5.0,-0.2,304,22,16,21,-4.8,670,419,224,21,4437,145,1075,387,-175.55,-76,311,17,360,58,2,1138,37,5575,1184,5.2
2005,PHI,-0.7,-1.7,-2.3,2.6,282,27,14,20,-4.9,620,337,182,21,3677,134,1027,388,-175.2,-78,310,18,365,73,11,1432,34,5109,1130,5.0
2005,MIN,-1.4,-2.1,-3.5,-1.1,285,33,14,16,-2.4,510,323,169,18,3146,128,945,344,-177.98,-38,306,19,381,83,10,1467,30,4613,1013,4.9
2005,TAM,-2.8,1.8,-1.0,-2.6,268,24,9,14,1.6,487,303,161,17,2890,131,985,274,-198.56,26,300,20,457,83,13,1826,23,4716,1085,4.8
2005,OTI,-2.0,-5.5,-7.6,0.1,279,16,12,14,-7.6,594,358,191,20,3597,125,1022,421,-242.78,-122,299,21,397,72,8,1525,26,5122,1002,5.0
2005,GNB,-1.5,-2.2,-3.7,-0.8,318,36,15,30,-2.9,626,383,206,20,3766,119,1051,344,-157.53,-46,298,22,398,76,11,1352,45,5118,918,4.9
2005,RAI,-1.2,-1.6,-2.8,3.0,294,25,9,14,-5.8,591,316,189,21,3582,147,997,383,-147.25,-93,290,23,361,80,11,1369,23,4951,1132,5.0
2005,BUF,-4.0,-1.8,-5.8,0.2,259,34,10,16,-6.0,459,269,129,18,2515,120,930,367,-230.91,-96,271,24,428,96,6,1607,26,4122,897,4.4
2005,RAV,-3.5,1.7,-1.8,0.3,286,26,15,21,-2.1,562,335,163,17,3088,139,1056,299,-237.85,-34,265,25,452,97,5,1605,36,4693,1067,4.4
2005,HTX,-4.4,-5.7,-10.0,0.7,243,12,11,13,-10.7,449,270,142,15,2237,106,954,431,-206.24,-171,260,26,437,89,9,1816,24,4053,854,4.2
2005,CHI,-5.2,6.6,1.4,-2.2,233,23,13,15,3.6,418,219,111,11,2002,105,937,202,-257.69,58,260,27,488,99,11,2099,28,4101,850,4.4
2005,DET,-4.3,-2.4,-6.7,-1.0,258,38,12,18,-5.7,520,297,151,15,2848,115,955,345,-187.33,-91,254,28,404,69,10,1471,30,4319,838,4.5
2005,NYJ,-5.2,-1.2,-6.4,0.8,251,31,19,15,-7.2,470,268,146,11,2642,98,907,355,-185.24,-115,240,29,384,74,10,1328,34,3970,801,4.4
2005,SFO,-5.6,-5.5,-11.1,0.7,191,25,14,21,-11.8,389,204,96,8,1898,106,865,428,-278.06,-189,239,30,428,70,9,1689,35,3587,780,4.1
2005,NOR,-6.2,-4.9,-11.1,-0.9,312,41,19,24,-10.2,553,308,182,15,3343,135,1017,398,-199.14,-163,235,31,423,89,8,1688,43,5031,1130,4.9
2005,CLE,-6.0,1.7,-4.2,0.1,241,16,13,17,-4.3,497,297,149,15,3047,99,938,301,-234.39,-69,232,32,395,76,4,1503,30,4550,770,4.9
2006,SDG,10.0,0.2,10.2,-1.6,321,15,6,9,11.8,466,287,169,24,3262,90,1016,303,-0.85,189,492,1,522,137,32,2578,15,5840,791,5.7
2006,CHI,4.9,3.0,7.9,-2.9,300,36,14,22,10.8,514,282,161,24,3281,112,1042,255,-133.82,172,427,2,503,103,14,1918,36,5199,923,5.0
2006,CLT,6.9,-1.1,5.9,1.7,376,23,10,9,4.2,557,362,241,31,4308,86,1011,360,26.73,67,427,3,439,112,17,1762,19,6070,718,6.0
2006,DAL,5.0,-1.3,3.7,-1.0,336,32,9,21,4.7,506,310,197,26,3836,100,1015,350,-35.15,75,425,4,472,107,21,1936,30,5772,939,5.7
2006,NOR,4.9,-0.9,4.0,-1.6,330,24,10,13,5.7,580,372,207,27,4503,79,1075,322,-100.41,91,413,5,472,99,19,1761,23,6264,597,5.8
2006,PHI,3.2,0.2,3.4,-1.0,312,17,15,9,4.4,544,323,189,31,4119,112,988,328,-32.03,70,398,6,416,106,13,1984,24,6103,983,6.2
2006,NWE,4.3,5.9,10.2,1.0,330,28,15,12,9.3,527,326,181,25,3400,98,1055,237,-76.38,148,385,7,499,121,20,1969,27,5369,940,5.1
2006,CIN,4.0,0.0,4.1,1.5,313,25,11,13,2.6,523,327,200,28,3833,92,994,331,-89.47,42,373,8,435,88,14,1629,24,5462,717,5.5
2006,JAX,2.6,4.9,7.5,1.4,293,19,9,14,6.1,446,266,147,17,2882,97,989,274,-80.6,97,371,9,513,127,23,2541,23,5423,810,5.5
2006,RAM,0.8,-4.7,-4.0,-3.1,332,26,10,8,-0.9,592,371,212,24,3962,116,1065,381,-53.93,-14,367,10,424,94,13,1805,18,5767,960,5.4
2006,NYG,1.2,-1.1,0.1,0.5,304,21,10,18,-0.4,523,301,163,24,3058,101,1003,362,-108.77,-7,355,11,455,120,14,2156,28,5214,881,5.2
2006,RAV,1.5,7.8,9.3,-0.2,282,17,9,14,9.5,524,328,179,21,3435,109,1017,201,-170.15,152,353,12,476,86,11,1637,23,5072,878,5.0
