schedule_season,team_home,off_rate,def_rate,overall_rate,sched_strength,first_downs,first_downs_from_penalties,fumbles,interceptions,margin_of_victory,pass_attempts,pass_completions,pass_first_downs,pass_touchdowns,pass_yards,penalties,plays,points_against,points_contributed_by_offense,points_difference,points_for,rank,rush_attempts,rush_first_downs,rush_touchdowns,rush_yards,turnovers,yards,yards_from_penalties,yards_per_play
2006,PIT,3.0,0.4,3.4,1.0,327,26,14,23,2.4,523,312,201,23,3733,69,1041,315,-76.32,38,353,13,469,100,16,1992,37,5725,611,5.5
2006,SEA,-1.7,-1.9,-3.6,-3.2,312,33,12,22,-0.4,512,292,167,26,3054,94,1045,341,-202.3,-6,335,14,484,112,8,1923,34,4977,700,4.8
2006,KAN,0.4,0.6,1.0,0.0,310,21,14,12,1.0,450,272,184,18,3000,76,1004,315,-88.56,16,331,15,513,105,17,2143,26,5143,577,5.1
2006,OTI,1.0,-2.3,-1.3,3.5,261,23,7,19,-4.8,447,226,133,13,2596,94,945,400,-168.4,-76,324,16,469,105,15,2214,26,4810,803,5.1
2006,DEN,-0.8,2.1,1.3,0.4,285,28,12,18,0.9,454,256,151,20,2799,67,973,305,-139.19,14,319,17,488,106,12,2152,30,4951,478,5.1
2006,NYJ,0.4,1.7,2.0,0.7,289,29,9,16,1.3,488,313,161,17,3153,70,1013,295,-133.92,21,316,18,491,99,15,1738,25,4891,560,4.8
2006,CRD,-2.6,-4.3,-6.9,-2.2,298,27,13,17,-4.7,545,322,187,17,3662,117,999,389,-95.61,-75,314,19,419,84,12,1338,30,5000,937,5.0
2006,WAS,-2.1,-2.0,-4.0,0.3,295,22,7,10,-4.3,470,274,150,19,3027,106,979,376,-66.51,-69,307,20,490,123,13,2216,17,5243,939,5.4
2006,DET,-1.8,-4.6,-6.4,-0.5,290,29,17,22,-5.8,596,372,208,21,3820,116,963,398,-187.39,-93,305,21,304,53,9,1129,39,4949,939,5.1
2006,GNB,-2.3,-2.1,-4.4,-0.4,301,23,15,18,-4.1,630,350,185,18,3795,90,1085,366,-185.35,-65,301,22,431,93,9,1663,33,5458,689,5.0
2006,BUF,-0.2,2.4,2.2,2.9,234,20,15,14,-0.7,431,268,132,19,2719,87,898,311,-160.68,-11,300,23,420,82,9,1552,29,4271,629,4.8
2006,SFO,-3.5,-5.2,-8.7,-1.6,243,14,16,16,-7.1,444,257,132,16,2685,93,918,412,-179.97,-114,298,24,438,97,12,2172,32,4857,818,5.3
2006,ATL,-2.8,-0.2,-3.0,-0.8,287,20,5,15,-2.3,416,222,133,21,2371,96,1000,328,-100.14,-36,292,25,537,134,9,2939,20,5310,877,5.3
2006,MIN,-3.7,-0.4,-4.1,-1.3,272,25,12,20,-2.8,540,332,160,13,3123,123,1025,327,-203.52,-45,282,26,442,87,12,1820,32,4943,903,4.8
2006,CAR,-4.2,1.5,-2.7,-0.5,278,20,10,17,-2.2,539,325,158,19,3264,103,994,305,-128.23,-35,270,27,423,100,7,1659,27,4923,744,5.0
2006,HTX,-3.2,-1.3,-4.5,1.7,282,20,12,13,-6.2,481,329,156,14,2778,90,955,366,-127.87,-99,267,28,431,106,13,1685,25,4463,761,4.7
2006,MIA,-3.3,4.0,0.7,2.1,281,19,6,19,-1.4,591,342,180,16,3287,90,1034,283,-183.26,-23,260,29,402,82,7,1673,25,4960,789,4.8
2006,CLE,-4.5,-1.3,-5.8,1.5,250,25,17,25,-7.4,512,318,153,15,2898,74,938,356,-306.41,-118,238,30,372,72,7,1335,42,4233,687,4.5
2006,TAM,-7.2,-0.8,-7.9,0.9,237,22,14,18,-8.9,535,296,133,14,2798,87,972,353,-287.73,-142,211,31,404,82,6,1523,32,4321,732,4.4
2006,RAI,-10.3,0.7,-9.6,0.6,243,26,22,24,-10.3,483,263,144,7,2420,111,949,332,-358.27,-164,168,32,394,73,5,1519,46,3939,847,4.2
2007,NWE,15.9,4.2,20.1,0.4,393,26,6,9,19.7,586,403,243,50,4731,78,1058,274,133.73,315,589,1,451,124,17,1849,15,6580,690,6.2
2007,DAL,7.8,1.7,9.5,1.3,322,22,5,19,8.1,531,342,217,36,4105,104,975,325,19.43,130,455,2,419,83,14,1746,24,5851,815,6.0
2007,CLT,6.6,5.4,12.0,0.3,357,26,5,14,11.8,551,355,212,32,4033,67,1020,262,52.46,188,450,3,446,119,19,1706,19,5739,515,5.6
2007,GNB,5.7,3.3,9.0,0.0,307,28,9,15,9.0,578,383,210,30,4334,113,985,291,-41.4,144,435,4,388,69,13,1597,24,5931,1006,6.0
2007,SDG,4.3,4.5,8.8,0.8,278,16,8,16,8.0,471,281,158,22,3005,94,980,284,-114.6,128,412,5,485,104,19,2039,24,5044,761,5.1
2007,JAX,4.8,2.0,6.8,0.1,328,21,13,8,6.7,469,288,180,28,3328,76,1022,304,-1.73,107,411,6,522,127,18,2391,21,5719,594,5.6
2007,CRD,1.9,-5.9,-3.9,-4.3,308,28,12,24,0.3,590,356,210,32,4065,137,1016,399,-176.41,5,404,7,402,70,9,1440,36,5505,1128,5.4
2007,CLE,2.2,-3.3,-1.1,-2.3,315,13,9,20,1.3,545,305,192,29,3726,114,1004,382,-120.58,20,402,8,440,110,13,1895,29,5621,868,5.6
2007,PIT,0.9,4.3,5.2,-2.5,298,11,8,14,7.8,442,282,179,34,3071,80,1000,269,-18.96,124,393,9,511,108,9,2168,22,5239,651,5.2
2007,SEA,0.8,0.9,1.8,-4.6,323,19,11,13,6.4,590,371,211,30,3964,59,1056,291,-107.06,102,393,10,430,93,9,1619,24,5583,428,5.3
2007,CIN,1.6,-4.0,-2.4,-2.1,320,26,10,20,-0.3,575,373,213,26,4012,90,1008,385,-57.26,-5,380,11,416,81,10,1556,30,5568,670,5.5
2007,HTX,2.5,-2.5,0.0,0.3,295,9,17,21,-0.3,529,346,190,24,3751,82,968,384,-86.53,-5,379,12,417,96,12,1586,38,5337,636,5.5
2007,NOR,1.9,-4.5,-2.5,-2.0,346,20,12,18,-0.6,652,440,232,28,4314,68,1060,388,-50.3,-9,379,13,392,94,14,1466,30,5780,581,5.5
2007,NYG,2.8,0.4,3.3,1.9,321,35,14,20,1.4,544,302,167,23,3154,77,1041,351,-163.79,22,373,14,469,119,15,2148,34,5302,652,5.1
2007,MIN,1.4,2.4,3.8,0.4,294,24,16,14,3.4,432,249,139,12,2745,86,964,311,-52.29,54,365,15,494,131,22,2634,30,5379,662,5.6
2007,DET,1.4,-5.0,-3.6,2.6,303,27,14,22,-6.1,587,368,203,19,3878,100,965,444,-124.39,-98,346,16,324,73,13,1288,36,5166,676,5.4
2007,PHI,0.1,5.1,5.3,3.0,323,19,12,15,2.3,577,350,186,24,3755,83,1047,300,-37.49,36,336,17,421,118,12,1974,27,5729,649,5.5
2007,WAS,0.2,4.3,4.5,3.0,307,12,18,11,1.5,525,319,192,18,3463,90,1052,310,-198.87,24,334,18,498,103,15,1871,29,5334,751,5.1
2007,TAM,-2.3,3.6,1.2,-2.8,281,21,12,8,4.0,490,316,162,18,3357,81,975,270,-156.35,64,334,19,449,98,15,1872,20,5229,614,5.4
2007,CHI,-0.2,1.4,1.2,2.1,266,24,13,21,-0.9,569,327,168,18,3362,111,1035,348,-194.23,-14,334,20,423,74,8,1330,34,4692,839,4.5
2007,DEN,-0.2,-3.8,-3.9,1.6,305,22,14,15,-5.6,515,326,187,21,3584,90,976,409,-72.86,-89,320,21,429,96,10,1957,29,5541,610,5.7
2007,OTI,-2.9,3.6,0.7,0.5,306,17,17,17,0.3,464,288,171,9,2878,101,1037,297,-172.57,4,301,22,543,118,17,2109,34,4987,773,4.8
2007,RAI,-3.5,-2.5,-6.0,1.2,267,23,17,20,-7.2,451,260,133,17,2631,120,1000,398,-187.89,-115,283,23,508,111,11,2086,37,4717,864,4.7
2007,RAV,-5.0,-1.8,-6.7,0.1,291,20,26,14,-6.8,557,341,175,13,3035,107,1042,384,-231.17,-109,275,24,446,96,11,1797,40,4832,873,4.6
2007,NYJ,-4.0,0.3,-3.7,1.7,286,21,6,19,-5.4,512,310,173,15,3014,63,1011,355,-172.29,-87,268,25,446,92,6,1701,25,4715,486,4.7
2007,MIA,-4.1,-4.2,-8.4,2.3,283,14,13,16,-10.6,558,318,162,12,3031,91,989,437,-153.67,-170,267,26,389,107,14,1569,29,4600,732,4.7
2007,CAR,-5.7,-0.1,-5.8,-0.8,255,28,12,17,-5.0,505,285,142,19,2735,95,989,347,-173.41,-80,267,27,451,85,7,1824,29,4559,801,4.6
2007,RAM,-6.5,-6.5,-13.0,-2.0,281,23,9,28,-10.9,574,333,193,19,3233,94,1026,438,-194.74,-175,263,28,404,65,5,1527,37,4760,794,4.6
2007,ATL,-5.8,-4.8,-10.6,-0.9,248,14,9,15,-9.7,555,336,161,18,3293,105,987,414,-199.45,-155,259,29,385,73,7,1520,24,4813,891,4.9
2007,BUF,-5.6,1.5,-4.1,2.3,248,16,7,14,-6.4,445,263,141,12,2634,78,919,354,-172.71,-102,252,30,448,91,8,1800,21,4434,633,4.8
2007,KAN,-7.4,1.9,-5.5,1.4,255,18,13,20,-6.8,563,335,171,17,3181,101,1001,335,-191.37,-109,226,31,383,66,6,1248,33,4429,697,4.4
2007,SFO,-9.9,-2.0,-11.9,-2.9,218,13,17,17,-9.1,513,274,140,15,2320,97,925,364,-316.28,-145,219,32,357,65,8,1477,34,3797,702,4.1
2008,NOR,6.8,-2.8,4.0,-0.3,354,19,8,18,4.4,636,413,232,34,4977,86,1047,393,51.85,70,463,1,398,103,20,1594,26,6571,797,6.3
2008,SDG,5.0,0.0,5.0,-0.8,301,18,9,11,5.8,478,312,191,34,3858,95,924,347,37.86,92,439,2,421,92,13,1726,20,5584,748,6.0
2008,NYG,5.5,2.8,8.4,0.1,338,32,3,10,8.3,491,298,176,23,3177,102,1021,294,-47.01,133,427,3,502,130,19,2518,13,5695,821,5.6
2008,CRD,4.1,-6.0,-1.9,-1.9,328,25,15,15,0.1,630,418,231,31,4674,107,998,426,-42.91,1,427,4,340,72,14,1178,30,5852,781,5.9
2008,GNB,4.1,-1.2,2.9,0.5,299,18,8,13,2.4,541,343,182,28,3813,110,1012,380,-12.53,39,419,5,437,99,11,1805,21,5618,984,5.6
2008,PHI,4.7,3.2,7.8,-0.1,318,20,10,16,7.9,606,362,204,23,3911,74,1056,289,-106.76,127,416,6,427,94,15,1697,26,5608,635,5.3
2008,CAR,2.8,2.9,5.6,0.3,287,17,7,12,5.3,414,246,152,15,3158,94,938,329,-47.15,85,414,7,504,118,30,2437,19,5595,637,6.0
2008,NWE,2.3,1.6,3.9,-2.4,356,25,10,11,6.3,534,339,186,21,3569,57,1095,309,-13.1,101,410,8,513,145,21,2278,21,5847,501,5.3
2008,NYJ,2.2,-1.9,0.2,-2.8,308,28,8,23,3.1,529,347,186,22,3303,77,981,356,-71.83,49,405,9,422,94,20,2004,31,5307,569,5.4
2008,ATL,1.3,2.5,3.8,-0.3,313,25,10,11,4.1,434,265,157,16,3336,71,1011,325,-18.27,66,391,10,560,131,23,2443,21,5779,591,5.7
2008,RAV,4.2,5.6,9.8,1.0,300,21,9,12,8.8,433,261,147,16,2808,103,1058,244,-196.15,141,385,11,592,132,20,2376,21,5184,785,4.9
2008,MIN,1.1,2.9,4.0,1.2,292,23,14,17,2.9,452,267,150,22,2956,90,1014,333,-102.8,46,379,12,519,119,15,2332,31,5288,692,5.2
2008,CLT,2.6,3.9,6.5,1.6,321,21,5,12,4.9,585,393,220,27,4094,86,969,298,13.94,79,377,13,370,80,13,1274,17,5368,619,5.5
2008,CHI,1.1,1.0,2.1,0.5,264,13,13,14,1.6,528,304,153,20,3061,78,991,350,-165.89,25,375,14,434,98,15,1673,27,4734,610,4.8
2008,OTI,1.5,7.5,8.9,0.1,268,17,8,9,8.8,453,265,143,13,2819,108,973,234,-76.91,141,375,15,508,108,24,2199,17,5018,855,5.2
2008,DEN,0.7,-6.5,-5.8,-0.9,354,28,12,18,-4.9,620,386,223,25,4471,77,1019,448,40.33,-78,370,16,387,103,15,1862,30,6333,739,6.2
2008,HTX,2.8,-3.2,-0.4,1.4,340,24,12,20,-1.8,555,367,210,21,4267,80,1019,394,-76.35,-28,366,17,432,106,16,1846,32,6113,664,6.0
2008,DAL,1.7,-1.2,0.6,0.8,291,18,13,20,-0.2,547,328,171,29,3789,120,979,365,-88.66,-3,362,18,401,102,12,1723,33,5512,957,5.6
2008,TAM,-0.6,2.9,2.3,-0.1,298,14,13,13,2.4,562,355,184,18,3619,95,1045,323,-192.43,38,361,19,451,100,13,1837,26,5456,834,5.2
2008,PIT,1.6,8.2,9.8,2.0,290,18,10,15,7.8,506,303,179,19,3301,95,1015,223,-199.86,124,347,20,460,93,16,1690,25,4991,812,4.9
2008,MIA,-2.4,1.8,-0.5,-2.3,308,13,6,7,1.8,491,330,184,20,3632,81,965,317,-94.02,28,345,21,448,111,18,1897,13,5529,669,5.7
2008,SFO,-2.9,-2.4,-5.3,-2.7,287,28,16,19,-2.6,509,309,176,21,3379,98,961,381,-133.8,-42,339,22,397,83,10,1599,35,4978,732,5.2
2008,BUF,-2.8,-0.6,-3.3,-3.0,287,13,15,15,-0.4,479,309,167,14,3040,71,956,342,-177.66,-6,336,23,439,107,16,1842,30,4882,538,5.1
2008,JAX,-2.1,-0.4,-2.5,1.6,312,22,11,13,-4.1,537,335,183,15,3332,104,1005,367,-75.31,-65,302,24,426,107,17,1774,24,5106,813,5.1
2008,SEA,-4.9,-2.8,-7.6,-1.5,265,19,12,15,-6.1,474,262,142,18,2617,79,927,392,-125.55,-98,294,25,417,104,10,1768,27,4385,601,4.7
2008,KAN,-3.9,-5.3,-9.2,0.1,273,18,8,16,-9.3,541,310,161,23,3129,78,957,440,-123.89,-149,291,26,379,94,9,1810,24,4939,645,5.2
2008,DET,-4.0,-9.1,-13.1,2.5,234,21,10,19,-15.6,509,281,143,18,2960,88,913,517,-180.57,-249,268,27,352,70,10,1332,29,4292,729,4.7
2008,WAS,-5.8,4.1,-1.8,0.2,295,21,12,6,-1.9,510,318,165,14,3025,83,1026,296,-173.59,-31,265,28,478,109,12,2095,18,5120,644,5.0
2008,RAI,-6.5,-1.0,-7.5,0.3,225,15,12,11,-7.8,421,222,123,13,2369,109,919,388,-231.49,-125,263,29,459,87,9,1987,23,4356,823,4.7
2008,RAM,-8.1,-7.0,-15.1,-0.5,249,14,12,19,-14.6,520,292,140,11,2947,97,982,465,-238.05,-233,232,30,417,95,8,1649,31,4596,718,4.7
2008,CLE,-5.2,0.6,-4.6,2.7,233,22,6,20,-7.4,488,238,127,11,2380,100,921,350,-217.96,-118,232,31,409,84,6,1605,26,3985,669,4.3
2008,CIN,-6.9,-0.1,-7.0,3.0,245,20,11,15,-10.0,513,303,145,11,2406,75,984,364,-273.1,-160,204,32,420,80,6,1520,26,3926,591,4.0
2009,NOR,11.2,-0.5,10.8,0.2,348,18,16,12,10.6,544,378,215,34,4355,89,1032,341,60.76,169,510,1,468,115,21,2106,28,6461,787,6.3
2009,MIN,6.6,0.6,7.2,-2.7,343,24,11,7,9.9,553,377,220,34,4156,101,1054,312,7.01,158,470,2,467,99,19,1918,18,6074,757,5.8
2009,GNB,6.3,1.1,7.4,-2.9,335,32,8,8,10.3,553,357,201,30,4180,118,1042,297,72.34,164,461,3,438,102,20,1885,16,6065,1057,5.8
2009,SDG,6.4,0.2,6.6,-1.7,330,28,7,10,8.4,519,338,222,29,4338,78,972,320,-11.67,134,454,4,427,80,17,1423,17,5761,570,5.9
2009,PHI,5.8,0.2,6.0,0.2,290,21,10,13,5.8,553,335,182,27,4089,115,975,337,-49.4,92,429,5,384,87,14,1637,23,5726,951,5.9
2009,NWE,6.7,4.5,11.2,2.3,373,37,9,13,8.9,592,390,222,28,4436,81,1076,285,22.9,142,427,6,466,114,19,1921,22,6357,743,5.9
2009,CLT,4.4,1.5,5.9,-0.9,339,29,5,19,6.8,601,402,241,34,4515,74,980,307,43.68,109,416,7,366,69,16,1294,24,5809,546,5.9
2009,NYG,4.6,-4.5,0.1,1.6,323,26,17,14,-1.6,542,338,194,28,4019,95,1017,427,-34.71,-25,402,8,443,103,14,1837,31,5856,802,5.8
2009,RAV,2.6,4.9,7.5,-0.7,320,18,9,13,8.1,510,321,187,21,3419,115,1014,261,-66.23,130,391,9,468,115,22,2200,22,5619,1094,5.5
2009,HTX,2.7,-0.7,2.0,-1.5,340,16,11,17,3.4,593,399,231,29,4654,95,1043,333,-28.67,55,388,10,425,93,13,1475,28,6129,833,5.9
2009,CRD,0.1,-0.4,-0.3,-3.4,317,25,18,18,3.1,594,392,215,27,4016,108,985,325,-116.0,50,375,11,365,77,16,1494,36,5510,886,5.6
2009,PIT,1.0,0.7,1.7,-1.1,331,25,11,14,2.8,536,351,210,28,4148,85,1014,324,-69.44,44,368,12,428,96,10,1793,25,5941,769,5.9
2009,ATL,2.7,2.3,5.0,2.7,330,33,8,17,2.4,570,332,192,26,3571,78,1048,325,-77.35,38,363,13,451,105,15,1876,25,5447,664,5.2
2009,DAL,0.4,6.7,7.1,0.2,335,22,10,9,6.9,550,347,203,26,4287,115,1020,250,-32.87,111,361,14,436,110,14,2103,19,6390,892,6.3
2009,MIA,2.9,-1.2,1.7,3.6,333,16,10,19,-1.9,545,331,188,15,3170,78,1088,390,-80.15,-30,360,15,509,129,22,2231,29,5401,640,5.0
2009,OTI,0.9,-3.6,-2.8,0.2,288,19,16,15,-3.0,476,271,154,16,3031,98,990,402,-113.09,-48,354,16,499,115,19,2592,31,5623,821,5.7
2009,NYJ,1.1,7.5,8.6,1.6,280,17,9,21,7.0,393,210,131,12,2380,88,1030,236,-176.01,112,348,17,607,132,21,2756,30,5136,677,5.0
2009,SFO,-2.9,3.0,0.1,-3.0,238,24,10,14,3.1,528,312,137,23,3052,98,939,281,-137.18,49,330,18,371,77,12,1600,24,4652,758,5.0
2009,CHI,-1.9,-2.0,-3.9,-0.9,262,21,7,27,-3.0,563,340,170,27,3473,100,971,375,-206.86,-48,327,19,373,71,6,1492,34,4965,836,5.1
2009,DEN,-1.0,1.3,0.3,0.2,306,25,10,13,0.1,558,341,186,21,3627,93,1032,324,-111.32,2,326,20,440,95,9,1836,23,5463,800,5.3
2009,CAR,-0.6,4.5,3.9,3.5,289,14,11,20,0.4,465,264,152,16,2799,88,1023,308,-123.58,7,315,21,525,123,18,2498,31,5297,698,5.2
2009,CIN,-2.5,3.2,0.7,-0.2,295,27,12,13,0.9,477,286,159,21,2890,114,1011,291,-130.3,14,305,22,505,109,9,2056,25,4946,863,4.9
2009,KAN,-2.5,-5.9,-8.4,-0.3,256,26,10,17,-8.1,536,296,139,18,2922,84,1019,424,-192.81,-130,294,23,438,91,8,1929,27,4851,667,4.8
2009,JAX,-3.8,-2.6,-6.5,-0.9,300,16,13,10,-5.6,519,315,170,15,3356,70,1010,380,-95.89,-90,290,24,447,114,19,2029,23,5385,542,5.3
2009,SEA,-5.0,-4.4,-9.3,-2.4,297,33,12,19,-6.9,609,372,184,20,3503,95,1045,390,-169.53,-110,280,25,395,80,7,1566,31,5069,840,4.9
2009,WAS,-5.5,1.0,-4.6,-0.2,280,17,12,16,-4.4,533,340,191,21,3490,85,970,336,-155.59,-70,266,26,391,72,8,1510,28,5000,679,5.2
2009,DET,-5.2,-9.2,-14.4,0.1,281,31,9,32,-14.5,585,316,168,16,3168,98,1037,494,-196.67,-232,262,27,409,82,9,1616,41,4784,768,4.6
2009,BUF,-4.5,2.7,-1.8,2.4,233,26,11,19,-4.3,441,256,126,17,2515,107,911,326,-206.59,-68,258,28,424,81,6,1867,30,4382,855,4.8
2009,CLE,-6.0,-2.4,-8.4,-0.3,237,17,13,18,-8.1,443,219,118,11,2076,77,971,375,-207.34,-130,245,29,498,102,10,2087,31,4163,678,4.3
2009,TAM,-4.6,-1.1,-5.6,4.1,246,18,5,29,-9.8,524,279,148,18,2973,93,961,400,-226.98,-156,244,30,404,80,5,1627,34,4600,696,4.8
2009,RAI,-8.7,-1.6,-10.3,1.1,234,22,15,18,-11.4,485,255,131,10,2557,117,944,379,-296.58,-182,197,31,410,81,7,1701,33,4258,920,4.5
2009,RAM,-11.7,-5.8,-17.4,-1.1,259,21,12,21,-16.3,543,312,159,12,2686,100,998,436,-246.26,-261,175,32,411,79,4,1784,33,4470,834,4.5
2010,NWE,12.6,2.8,15.4,2.6,335,20,5,5,12.8,507,331,196,37,3847,83,986,313,73.64,205,518,1,454,119,19,1973,10,5820,766,5.9
2010,SDG,3.2,1.6,4.8,-2.6,357,27,16,13,7.4,544,359,236,30,4519,84,1039,322,27.47,119,441,2,457,94,18,1810,29,6329,677,6.1
2010,PHI,5.4,-1.2,4.2,0.3,322,17,12,13,3.9,561,348,189,28,3906,129,1038,377,-11.0,62,439,3,428,116,18,2324,25,6230,1101,6.0
2010,CLT,3.7,-0.9,2.9,-0.1,366,26,8,17,2.9,679,450,253,33,4609,79,1088,388,28.65,47,435,4,393,87,13,1483,25,6092,709,5.6
2010,ATL,3.8,2.2,6.1,-1.8,353,42,8,9,7.9,577,361,200,28,3567,58,1097,288,-39.55,126,414,5,497,111,14,1891,17,5458,598,5.0
2010,RAI,2.3,-2.2,0.2,-2.3,306,34,10,16,2.4,491,279,159,18,3180,148,1039,371,-110.8,39,410,6,504,113,19,2494,26,5674,1276,5.5
2010,DAL,2.5,-4.7,-2.2,0.5,327,22,11,19,-2.6,576,379,201,29,4042,109,1035,436,-108.16,-42,394,7,428,104,10,1786,30,5828,863,5.6
2010,NYG,1.7,0.4,2.1,-0.8,331,27,17,25,2.9,539,339,192,31,3885,92,1035,347,-49.21,47,394,8,480,112,17,2200,42,6085,777,5.9
2010,HTX,1.8,-3.7,-1.8,0.5,360,20,6,12,-2.3,574,365,222,24,4144,90,1029,427,53.17,-37,390,9,423,118,20,2042,18,6186,690,6.0
2010,GNB,3.1,7.9,10.9,1.7,312,20,9,13,9.3,541,352,204,31,4124,78,1000,240,-45.71,148,388,10,421,88,11,1606,22,5730,617,5.7
2010,NOR,1.5,0.8,2.3,-2.5,351,21,9,22,4.8,661,450,236,33,4441,90,1067,307,-53.15,77,384,11,380,94,9,1519,31,5960,884,5.6
2010,PIT,2.5,7.7,10.2,1.3,295,14,9,9,8.9,479,298,175,22,3601,100,993,232,-133.72,143,375,12,471,106,15,1924,18,5525,903,5.6
2010,NYJ,2.2,4.2,6.5,2.5,307,18,7,14,3.9,525,288,171,20,3242,103,1087,304,-122.93,63,367,13,534,118,14,2374,21,5616,934,5.2
2010,KAN,-1.5,0.8,-0.7,-3.2,319,23,6,8,2.5,475,274,167,27,2968,90,1063,326,-93.85,40,366,14,556,129,13,2627,14,5595,771,5.3
2010,DET,2.4,-0.5,1.9,2.3,304,22,9,16,-0.4,633,383,199,26,3810,136,1064,369,-105.43,-7,362,15,404,83,11,1613,25,5423,1018,5.1
2010,RAV,0.9,5.5,6.4,1.0,303,31,10,10,5.4,491,308,175,25,3335,90,1018,270,-79.88,87,357,16,487,97,11,1831,20,5166,673,5.1
2010,OTI,-0.9,1.9,1.0,0.0,252,24,14,15,1.1,474,273,155,24,3107,128,907,339,-71.69,17,356,17,406,73,13,1727,29,4834,1040,5.3
2010,JAX,-1.2,-3.3,-4.5,-0.4,330,21,12,21,-4.1,469,291,161,26,3065,83,1019,419,-35.27,-66,353,18,512,148,14,2395,33,5460,675,5.4
2010,DEN,-1.1,-7.8,-8.9,-1.0,309,24,15,12,-7.9,580,334,204,25,4038,98,1018,471,-125.44,-127,344,19,398,81,13,1544,27,5582,944,5.5
2010,TAM,-1.0,0.4,-0.6,-2.0,288,19,13,6,1.4,494,306,172,26,3361,100,955,318,-94.23,23,341,20,431,97,9,2001,19,5362,837,5.6
2010,CHI,-0.6,4.7,4.1,1.1,263,24,10,21,3.0,466,276,163,23,3015,91,936,286,-227.26,48,334,21,414,76,10,1616,31,4631,768,4.9
2010,CIN,0.4,-1.9,-1.4,3.1,317,26,14,20,-4.6,590,365,206,26,3767,90,1046,395,-148.58,-73,322,22,428,85,8,1522,34,5289,725,5.1
2010,SEA,-3.9,-5.5,-9.4,-3.4,260,20,11,20,-6.1,544,324,159,14,3341,101,964,407,-197.05,-97,310,23,385,81,13,1424,31,4765,890,4.9
2010,SFO,-4.7,-1.1,-5.8,-3.3,251,17,8,15,-2.6,500,282,149,19,3356,112,945,346,-95.38,-41,305,24,401,85,10,1657,23,5013,933,5.3
2010,WAS,-3.4,-0.5,-3.8,0.9,295,29,12,19,-4.7,605,349,194,21,3931,90,1002,377,-134.87,-75,302,25,351,72,9,1461,31,5392,647,5.4
2010,RAM,-6.3,-0.4,-6.7,-4.2,292,29,6,15,-2.4,590,354,179,18,3268,102,1053,328,-203.89,-39,289,26,429,84,9,1578,21,4846,877,4.6
2010,CRD,-5.6,-7.1,-12.7,-3.6,241,20,16,19,-9.1,561,285,154,10,2921,108,931,434,-215.39,-145,289,27,320,67,9,1388,35,4309,870,4.6
2010,BUF,-1.5,-3.1,-4.6,4.3,263,15,18,21,-8.9,519,296,166,24,3158,82,954,425,-174.07,-142,283,28,401,82,6,1720,39,4878,633,5.1
2010,MIN,-3.3,1.7,-1.6,2.6,289,26,11,26,-4.2,505,305,159,14,3097,100,982,348,-126.19,-67,281,29,441,104,16,1942,37,5039,769,5.1
